Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
silver-lady-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_172843.jpg?v=1643082693,4,,,,,,,,,,,,,,,,,,,,,,
moon-valley-pilea,Moon Valley Pilea,"<p>The Friendship plant.</p>
<p>Pilea moon valley has really interesting textured leaves and bright green color.</p>
<p>Care:</p>
<p>Light: medium light such a Bright North facing window or an East facing window.</p>
<p>Water: weekly, don't let it sit in water for prolonged periods of time.</p>
<p>Comes in a 4 inches nursery pot.</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, pet friendly, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,6.00,,true,true,'12253366,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P2100986_1.jpg?v=1644539534,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,draft
moon-valley-pilea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P2100989.jpg?v=1644539534,2,,,,,,,,,,,,,,,,,,,,,,
tradescantia-spathacea-silver,Trasdescantia spathacea Silver,"<p>Beautiful pale green/Silver foliage </p>
<p>Care: bright indirect light is great and water weekly </p>
<p>Comes in a 4 inches nursery pot.</p>",JUSTPLANTS,,,"",true,Material,In Ceramic Pistachio planter,,,,,"",0.0,shopify,deny,manual,22.99,,true,true,'72997302,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170256.jpg?v=1643083416,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170256.jpg?v=1643083416,kg,,2.00,active
tradescantia-spathacea-silver,,,,,,,,,In Plastic Nursery pot,,,,,"",0.0,shopify,deny,manual,8.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170309.jpg?v=1643083416,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170309.jpg?v=1643083416,kg,,2.00,
grace-concrete-planter-6,Cylinder Concrete planter,"<p>Grace Concrete Planter - This simple concrete planter adds a minimalist touch to any home with its subtle grey tone. Combining this with either dark glossy leaved plants or bright foliage creates a beautiful contrasting look.</p>
<p>Sizes:<br>Small: fits a 4 inches nursery pot<br>Medium: fits a 6 inches nursery pot</p>
<p> </p>",JUSTPLANTS,,,"6inches, ceramic planter",false,Size,Small,,,,,"",0.0,shopify,deny,manual,9.99,,true,true,'56051638,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173218.jpg?v=1653847173,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173218.jpg?v=1653847173,kg,,8.50,draft
grace-concrete-planter-6,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,19.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173243.jpg?v=1653847174,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173243.jpg?v=1653847174,kg,,8.50,
galia-ceramic-hanging-planter,Galia Ceramic Hanging Planter,"<p>Galia Hanging Planter-</p>
<p>With it's elegant Ivory tone gloss finish this planter will combine beautifully with any dark foliage trailing plant such as pothos or tradescantia. </p>
<p>This planter fits a 6 inches nursery spot.</p>
<p>Diameter: 7"" </p>",JUSTPLANTS,,,"6inches, ceramic planter",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,39.99,,true,true,'93857974,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/17-1704-1705_2.jpg?v=1643589687,1,,false,,,,,,,,,,,,,,,,,kg,,14.00,active
galia-ceramic-hanging-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/17-1704-1705_3.jpg?v=1643589687,2,,,,,,,,,,,,,,,,,,,,,,
ashton-planter-8,Ashton Planter,"<p>A beautiful warm Caramel colored planter with a half and half gloss/stone finish. </p>
<p>Diameter: 8""</p>
<p>Height : 7""</p>",JUSTPLANTS,,,"6inches, ceramic planter",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,38.99,,true,true,'53520566,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_172741.jpg?v=1652362696,1,Ashton Planter - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,15.00,active
ashton-planter-8,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_172805.jpg?v=1652362698,2,Ashton Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
ashton-planter-8,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_172809.jpg?v=1652362701,3,Ashton Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
ashton-planter-8,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_172825_56d1986b-85de-4b53-b2c2-80cdcdbc9e3c.jpg?v=1652362706,4,Ashton Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
lynda-hanging-planter,Lynda Hanging planter,im gonna leave this up to you,JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,16.99,,true,true,'51309238,,,,false,,,,,,,,,,,,,,,,,kg,,6.25,draft
carina-planter,Carina Planter,"<p>Super Stylish Mate white planter, this planter will look good anywhere!</p>
<p>Sizes:<br>Small (fits a 4 inches nursery pot)<br>Large (fits a 6 inches nursery pot)</p>
<p>These planters don't have a drainage hole.</p>",JUSTPLANTS,Home & Garden > Lawn & Garden > Gardening > Pots & Planters,,"4inches, 6inches, ceramic planter",false,Size,Small,,,,,"",0.0,shopify,deny,manual,16.99,,true,true,'53882038,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173148_50053399-2051-49a7-9e0e-0866cec9556b.jpg?v=1652362910,1,Carina Planter - JUSTPLANTS,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_165810_af73ab39-06b0-4c62-9b25-751044dd7df1.jpg?v=1652362927,kg,,6.25,draft
carina-planter,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,34.99,,true,true,'53914806,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173157.jpg?v=1652362914,2,Carina Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173047_a6f9f513-a2da-4e91-8eb5-47dc9beecca5.jpg?v=1652362923,kg,,16.00,
carina-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173148.jpg?v=1652362918,3,Carina Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
carina-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_173047_a6f9f513-a2da-4e91-8eb5-47dc9beecca5.jpg?v=1652362923,4,Carina Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
carina-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_165810_af73ab39-06b0-4c62-9b25-751044dd7df1.jpg?v=1652362927,5,Carina Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
carina-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_165701.jpg?v=1652362931,6,Carina Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
leah-ceramic-planter,Leah Ceramic planter,"<p>Beautiful crackled glaze Ceramic planter.</p>
<p>Add a touch of color with these pistachio green planters.</p>
<p>Sizes: <br>Small (fits a 4 inches nursery pot)<br>Large (fits a 6 inches nursery pot)</p>
<p>Planters don't have a drainage hole. </p>",JUSTPLANTS,Home & Garden > Lawn & Garden > Gardening > Pots & Planters,,"4inches, 6inches, ceramic planter",false,Size,Small,,,,,"",0.0,shopify,deny,manual,15.99,,true,true,'15510710,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170333_01647f16-2a71-408a-8372-62d43be23dbb.jpg?v=1643085194,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170333_01647f16-2a71-408a-8372-62d43be23dbb.jpg?v=1643085194,kg,,4.75,draft
leah-ceramic-planter,,,,,,,,,Large,,,,,"",0.0,shopify,deny,manual,27.99,,true,true,'15543478,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170411.jpg?v=1643085194,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170411.jpg?v=1643085194,kg,,11.75,
leah-ceramic-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170416.jpg?v=1643085194,3,,,,,,,,,,,,,,,,,,,,,,
leah-ceramic-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220124_170403.jpg?v=1643085195,4,,,,,,,,,,,,,,,,,,,,,,
haworthia-limafolia,Haworthia limafolia,"",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,12.99,,true,true,'89417910,,,,false,,,,,,,,,,,,,,,,,kg,,4.50,draft
jade-plant-4-pot,Jade Plant -,"<p>Bring the good luck with this Jade plant.</p>
<p>Beautiful and resilient, jade plants like bright locations and little water </p>
<p>Care</p>
<p>Light a very bright location with or without direct sunlight </p>
<p>Water: when the soil dries fully in between waterings</p>
<p>Comes in a 4 inches nursery pot.</p>",JUSTPLANTS,,,"Easy care, High Light, Medium Light High, pe",false,Style,In Leaf printed Ceramic,,,,,"",0.0,shopify,deny,manual,26.99,,true,true,'19720374,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33792_1.jpg?v=1643773512,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33792_1.jpg?v=1643773512,kg,,4.50,draft
jade-plant-4-pot,,,,,,,,,In Plastic Nursery pot,,,,,"",0.0,shopify,deny,manual,12.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33790.jpg?v=1643773512,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33790.jpg?v=1643773512,kg,,4.50,
jade-plant-4-pot,,,,,,,,,"6""",,,,,"",0.0,shopify,deny,manual,18.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33791.jpg?v=1643773513,3,,,,,,,,,,,,,,,,,,,kg,,6.95,
jade-plant-4-pot,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33792.jpg?v=1643773513,4,,,,,,,,,,,,,,,,,,,,,,
haworthia-fasciata,Haworthia fasciata,"",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,12.99,,true,true,'73517494,,,,false,,,,,,,,,,,,,,,,,kg,,4.50,draft
haworthia-cooperi,Haworthia cooperi,"",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,12.99,,true,true,'22268342,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220208_141804.jpg?v=1644359004,1,,false,,,,,,,,,,,,,,,,,kg,,4.50,active
fiddle-leaf-fig-6-pot,Fiddle Leaf Fig - 5ft,"<p data-mce-fragment=""1"">Beautiful, these plants, Large glossy leaves </p>
<p data-mce-fragment=""1"">Botanical name: Ficus Lyrata</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: bright filtered light, a few hours of direct sunlight is ok.<br data-mce-fragment=""1"">Water: weekly, allowing the first two-three inches of soil to dry  in between waterings <br data-mce-fragment=""1"">Toxicity: to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inch nursery pot </p>",JUSTPLANTS,,,"medium Light, Medium Light High, Medium Light Low",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,89.99,,true,true,'66554806,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
ficus-robusta-6-inch-rubber-plant,Ficus robusta 6 inch - Rubber plant,"",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,18.99,,true,true,'55839670,,,,false,,,,,,,,,,,,,,,,,kg,,6.00,draft
rabbits-foot-fern,Rabbits foot fern,"<p data-mce-fragment=""1"">These beautiful ferns prefer filtered light and moist soil  </p>
<p data-mce-fragment=""1"">Care:</p>
<p data-mce-fragment=""1"">Light: Filtered light, this plants tolerates lower light levels<br>Water your fern once every 5 to 7 days, place it away from direct sunlight <br></p>
<p data-mce-fragment=""1"">Sizes:<br>Small: 4 inches nursery pot <br>Medium: 6 inches nursery pot </p>",JUSTPLANTS,,,"",true,Size,Small,,,,,"",0.0,shopify,deny,manual,9.99,,true,true,'08015286,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/RABBISTFERN.jpg?v=1654970084,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/RABBISTFERN.jpg?v=1654970084,kg,,3.75,active
rabbits-foot-fern,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,14.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/RABBITSFOOTFERN.jpg?v=1654817040,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/RABBITSFOOTFERN.jpg?v=1654817040,kg,,3.75,
copy-of-2in-tropical-plant-assorted,Tropical plant assorted 4in,"<p>Add a little green to any space with these beautiful small tropical plants </p>
<p>Botanical name: assorted</p>
<p>Care<br> Light: bright light<br> Water: weekly<br> Toxicity:-<br> Size: comes in a 2 inches nursery pot<br> <br></p>",Just Plants BC,,,"",false,Title,Default Title,,,,,"",22.6796185,shopify,deny,manual,3.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,1.00,draft
copy-of-snake-plant-xlarge-green,Snake plant XL,"<p data-mce-fragment=""1"">Stunning &amp; super resilient plant<br></p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light to shade <br data-mce-fragment=""1"">Water: every 2 to 3 weeks, allow the soil to dry fully in between waterings <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested<br data-mce-fragment=""1"">Size: comes in a 10"" pot, stands at 3.5-4 ft tall </p>",JUSTPLANTS,,Tropical Plants,"Easy care, Low light",false,Color,Black Coral,,,,,"",0.0,shopify,deny,manual,79.99,,true,true,'83201974,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/34489.jpg?v=1644455307,1,,false,,,,,,,,,,,,,,,,,kg,,30.00,draft
copy-of-snake-plant-xlarge-green,,,,,,,,,Green,,,,,"",0.0,shopify,deny,manual,79.99,,true,true,'40929974,,,,,,,,,,,,,,,,,,,,,kg,,30.00,
copy-of-snake-plant-xlarge-green,,,,,,,,,Yellow,,,,,"",0.0,shopify,deny,manual,79.99,,true,true,'40962742,,,,,,,,,,,,,,,,,,,,,kg,,30.00,
copy-of-snake-plant-xlarge-green,,,,,,,,,Black Gold,,,,,"",0.0,shopify,deny,manual,79.99,,true,true,'40995510,,,,,,,,,,,,,,,,,,,,,kg,,30.00,
copy-of-snake-plant-xlarge-green,,,,,,,,,Wintergreen,,,,,"",0.0,shopify,deny,manual,95.00,,true,true,'91108534,,,,,,,,,,,,,,,,,,,,,kg,,49.00,
dracaena-giganta,Dracaena giganta,"<p>Dracaena giganta is an easy to care for plant with beautiful brightly coloured foliage.</p>
<p>Botanical name: Dracaena deremensis</p>
<p>Care</p>
<p>Light: Low light tolerant, can also grow happily in medium/bright indirect light.</p>
<p>Water: Weekly/Bi-weekly</p>
<p>Toxicity: Mildly Toxic</p>
<p>Size: 10 inch pot</p>",JUSTPLANTS,,,"Low light, medium Light, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,84.99,,true,true,'83353014,,,,false,,,,,,,,,,,,,,,,,kg,,38.00,draft
polka-dot-plant,Polka Dot Plant,"<p>The polka dot plant is an easy small sized plant to grow with brightly colored speckled foliage.</p>
<p>Botanical name: Hypoestes phyllostachya</p>
<p>Care</p>
<p>Light: Bright Indirect</p>
<p>Water: Weekly, checking that the top 1/2inch of the soil is dry before watering.</p>
<p>Toxicity: Non-Toxic</p>
<p>Size: 4 inch pot</p>",JUSTPLANTS,,,"medium Light, Medium Light High, Pet friendly, Tropical plant",false,Material,In Nursery pot,,,,,"",0.0,shopify,deny,manual,6.99,,true,true,'99040950,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_152245.jpg?v=1644264530,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_152245.jpg?v=1644264530,kg,,2.00,draft
polka-dot-plant,,,,,,,,,In Pink terracotta,,,,,"",0.0,shopify,deny,manual,18.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_152255.jpg?v=1642217247,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_152317.jpg?v=1642217247,kg,,2.00,
polka-dot-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_152317.jpg?v=1642217247,3,,,,,,,,,,,,,,,,,,,,,,
birds-nest-fern,Birdnest Fern,"<p>Birds Nest Fern is an epiphytic plant with vivid green foliage.</p>
<p data-mce-fragment=""1"">Botanical name: Asplenium nidus</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Medium to bright indirect light, can tolerate lower light.<br data-mce-fragment=""1"">Water: weekly/bi-weekly, allowing the soil to dry halfway down the pot.<br data-mce-fragment=""1"">Toxicity: Non-toxic<br data-mce-fragment=""1"">Size: comes in a 6 inch nursery pot<br data-mce-fragment=""1""></p>",JUSTPLANTS,,,"Easy care, Low light, medium Light, Medium Light High, New arrivals, pet friendly, Tropical plant",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,22.99,,true,true,'94848182,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220623_125813.jpg?v=1656015246,1,,false,,,,,,,,,,,,,,,,,kg,,7.50,active
birds-nest-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220623_125736.jpg?v=1656015246,2,,,,,,,,,,,,,,,,,,,,,,
tillandsia-air-plant,Air plant,"<p>Air Plants are Amazing unique plants that don't require any soil to grow, in Nature they grow on top of trees they feed from the air and rain water</p>
<p>You can virtually Place them on your shelves, tables or bookcases no Need for a planter!</p>
<p>Care<br>Water: Submerge your air plant in water once a week for 10 minutes</p>
<p>Light: Bright Indirect light, Keep off direct sunlight.</p>",JUSTPLANTS,,,"",false,Size,Small,,,,,"",0.0,shopify,deny,manual,6.00,,true,true,'85782710,,,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
tillandsia-air-plant,,,,,,,,,Large,,,,,"",0.0,shopify,deny,manual,21.00,,true,true,'85815478,,,,,,,,,,,,,,,,,,,,,kg,,6.00,
tillandsia-air-plant,,,,,,,,,XL Xerographica,,,,,"",0.0,shopify,deny,manual,42.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,16.50,
ficus-retusa,Bonsai Ficus retusa,"<p>Large Ficus retusa bonsai.</p>
<p>Ficus Retusa has very curvy attractive trunks with small vibrant green leaves.</p>
<p>Botanical name: Ficus Retusa</p>
<p>Care<br>Light:very bright light with some direct sunlight <br>Water: weekly, allowing the soil to dry 2 inches down<br>Toxicity:toxic to pets if ingested <br>Size: comes in a 20 inch pot.<br></p>",JUSTPLANTS,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"bonsai,","High Light, Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,425.00,,true,true,'10272438,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33877.jpg?v=1652362810,1,Bonsai Ficus retusa - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,150.00,draft
ficus-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33878.jpg?v=1652362813,2,Bonsai Ficus retusa - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
ficus-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33875.jpg?v=1652362816,3,Bonsai Ficus retusa - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
ficus-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33874.jpg?v=1652362819,4,Bonsai Ficus retusa - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
salt-soak,Salt Soak ,"<p>Relax and recharge with all three of our best-selling salt soaks. </p>
<p>Charcoal with lavender and rosemary, Sea Salt with spearmint and peppermint, and Himalayan with bergamot and ylang-ylang.</p>
<p>Options</p>
<p><strong>rosemary + lavender</strong></p>
<p>A fresh and calming salt soak to unwind your body and mind.</p>
<p>Ingredients: Epsom Salt, Sodium Chloride, Activated Charcoal Powder, Tapioca Starch, Rosemary Oil and Lavender Oil.</p>
<p><strong>bergamot + ylang ylang</strong></p>
<p>A luxurious salt soak to relax your senses and soothe tired muscles. </p>
<p>Ingredients: Pink Himalayan Salt, Sea Salt, Rose Leaf, Tapioca Starch, Ylang Ylang Oil, and Bergamot Oil.</p>
<p><strong>spearmint + eucalyptus</strong></p>
<p>A spa-inspired salt soak that recharges sore muscles at the end of a long day.</p>
<p>Ingredients: Sea Salt, Epsom Salt, Peppermint Leaf, Tapioca Starch, Eucalyptus Oil and Spearmint Oil.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",JUSTPLANTS,,,"gift, gifts",true,Material,Charchoal,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/Screenshot_20220111-125518_Samsung_Internet.jpg?v=1641937444,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/Screenshot_20220111-125518_Samsung_Internet.jpg?v=1641937444,kg,,11.00,active
