Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
4in-concrete-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/areca1_ae21864d-43f0-4905-92ef-2ac6a0e0f987.jpg?v=1639608767,2,,,,,,,,,,,,,,,,,,,,,,
4in-concrete-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/6inplantercement1.jpg?v=1639608767,3,,,,,,,,,,,,,,,,,,,,,,
4in-concrete-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/6inplantercement2.jpg?v=1639608767,4,,,,,,,,,,,,,,,,,,,,,,
4in-haning-matte-planter,Hanging Planter Matte Yvory,"<p>Matte finish and rounded bottom this planter comes with jute rope to hang</p>
<p>Fits a 4 inches nursery pot <br>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"4inches, ceramic planter",false,Title,Default Title,,,,,"",250.0,shopify,deny,manual,16.00,,true,true,'10122678,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0054.jpg?v=1638666443,1,4IN Hanging Planter Matte - JUSTPLANTS,false,,,,,,,,,,,,,,,,,g,,5.00,draft
4in-haning-matte-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0051.jpg?v=1631217743,2,4IN Hanging Planter Matte - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-haning-matte-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0052.jpg?v=1631217745,3,4IN Hanging Planter Matte - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-bicolour-footed-planted,Footed Terra Pot,"<p>Traditional design this planter comes in a cylinder shape in Matte finish with footed Terracotta bottom</p>
<p>Fits a 6 inches nursery pot </p>
<p>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"6inches, ceramic planter",false,Title,Default Title,,,,,"",500.0,shopify,deny,manual,28.00,,true,true,'72865462,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0035.jpg?v=1632597638,1,6IN Bicolour Footed Planted - JUSTPLANTS,false,,,,,,,,,,,,,,,,,g,,12.00,draft
6in-bicolour-footed-planted,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0036.jpg?v=1632597637,2,6IN Bicolour Footed Planted - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-ceramic-groove-planter,Ceramic Groove Planter,"<p><br></p>
<p>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"",false,Size,6in,,,,,"",1000.0,shopify,deny,manual,28.00,,true,true,'02414262,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0058.jpg?v=1632597471,1,Ceramic Groove Planter - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,9.50,draft
6in-ceramic-groove-planter,,,,,,,,,4in,,,,,"",1000.0,shopify,deny,manual,12.99,,true,true,'82801846,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0033.jpg?v=1631217743,2,Ceramic Groove Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,kg,,9.50,
6in-ceramic-groove-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0034.jpg?v=1631217746,3,Ceramic Groove Planter - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-grey-bicolour-planter,Crackled glazed Grey planter,"<p>Beautiful light gray Crackled glazes with a rough sandy bottom rim<br><br>Dimensions: <br>4 inches tall by 4 inches in diameter <br>Fits a 4 inches nursery pot </p>
<p>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"4inches, ceramic planter",false,Title,Default Title,,,,,"",500.0,shopify,deny,manual,15.00,,true,true,'42612662,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/plantergray2.jpg?v=1639609711,1,,false,,,,,,,,,,,,,,,,,g,,5.00,draft
4in-ceramic-grey-bicolour-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/ficus1_363380fe-ccf1-45be-9ead-24eb3a585fce.jpg?v=1639609711,2,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-grey-bicolour-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/plantergray.jpg?v=1639609711,3,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-grey-bicolour-planter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/plantergray1.jpg?v=1639609710,4,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-planter-blush,Pink Blush Planter,"<p>Beautiful cylinder design, this planters are made with pink clay offering a durable light weight option.</p>
<p>Dimensions: <br>small (4 inches tall by 4 inches in diameter) <br>Medium (6 inches tall by 6 inches in diameter)</p>
<p><br>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"4inches, ceramic planter, clay",false,Size,"Small (4"")",,,,,"",500.0,shopify,deny,manual,12.00,,true,true,'22525878,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/pinkclay.jpg?v=1639536567,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/arrowheadplant_c7fca3e7-ae74-42ce-b8f4-f71798982d01.jpg?v=1639536567,g,,3.00,active
4in-ceramic-planter-blush,,,,,,,,,"Medium (6"")",,,,,"",500.0,shopify,deny,manual,24.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/pinkclay1.jpg?v=1639536567,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia_0e008c16-8348-46bc-bda6-9aff994564c0.jpg?v=1639536567,g,,3.00,
4in-ceramic-planter-blush,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/arrowheadplant_c7fca3e7-ae74-42ce-b8f4-f71798982d01.jpg?v=1639536567,3,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-planter-blush,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia_0e008c16-8348-46bc-bda6-9aff994564c0.jpg?v=1639536567,4,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-oatmeal,Ceramic Planter Oatmeal,"<p>A classic look that will fit anywhere <br><br>This ceramic planter has a speckled cream and light brown glaze with a top rough sand rim <br><br>Comes in to sizes </p>
<p>Small (4 inches )<br>Medium (6 inches)<br><br>This planter doesn't have a drainage hole</p>",JUSTPLANTS,,,"6inches, ceramic planter",false,Size,6in,,,,,"",500.0,shopify,deny,manual,26.99,,true,true,'32175286,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/planteroatmeal.jpg?v=1639610223,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/planteroatmeal.jpg?v=1639610223,g,,4.50,draft
4in-ceramic-oatmeal,,,,,,,,,4in,,,,,"",500.0,shopify,deny,manual,12.99,,true,true,'40727734,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/planteroatmeal1.jpg?v=1639610223,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/planteroatmeal1.jpg?v=1639610223,g,,4.50,
4in-ceramic-oatmeal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/alocasiapinkp2_09237dce-c224-4499-9a75-9718d44ea848.jpg?v=1639610223,3,,,,,,,,,,,,,,,,,,,,,,
4in-ceramic-oatmeal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/planteroatmeal2.jpg?v=1639610202,4,,,,,,,,,,,,,,,,,,,,,,
10in-ficus-lyrata-standard,Ficus Lyrata Standard 4 ft tall,"<p data-mce-fragment=""1"">Tall and Beautiful Fiddle leaf fig </p>
<p data-mce-fragment=""1"">Botanical name: Ficus Lyrata</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: bright filtered light, a few hours of direct sunlight is ok.<br data-mce-fragment=""1"">Water: weekly, allowing the first two-three inches of soil to dry  in between waterings <br data-mce-fragment=""1"">Toxicity: to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot ant stands at 4 ft tall </p>",JUSTPLANTS,,,"Large Plants, Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,99.99,,true,true,'45506230,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220303_132554.jpg?v=1647409231,1,,false,,,,,,,,,,,,,,,,,kg,,58.80,draft
10in-ficus-lyrata-standard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220303_132430.jpg?v=1647409231,2,,,,,,,,,,,,,,,,,,,,,,
10in-zz-plant,ZZ Plant Large,"<p data-mce-fragment=""1"">Super hardy and resilient drought tolerant <br></p>
<p data-mce-fragment=""1"">Botanical name: Zamioculcas Zamifolia <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: bi- weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot</p>",JUSTPLANTS,,Tropical Plants,"Easy care, Large Plants, Low light, Super Easy Care, Tropical plant",false,Material,In plastic Nursery pot,,,,,"",900.0,shopify,deny,manual,120.00,,true,true,'33382070,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125308.jpg?v=1644597016,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125312.jpg?v=1644597016,kg,,60.00,draft
10in-zz-plant,,,,,,,,,In Ceramic planter with saucer,,,,,"",900.0,,deny,manual,214.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125240.jpg?v=1644597016,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125240.jpg?v=1644597016,kg,,60.00,
10in-zz-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125312.jpg?v=1644597016,3,,,,,,,,,,,,,,,,,,,,,,
10in-zz-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125246.jpg?v=1642453462,4,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-amate,Schefflera amate,"<p data-mce-fragment=""1"">Beautiful large glossy leaves, easy to care </p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Botanical name: Schefflera Actinophylla<br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: bi-weekly, allowing only the top soil to dry 3-4 inches down between waterings <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10  inches nursery pot</p>",JUSTPLANTS,,Tropical Plants,"Easy care, Large Plants, Medium Light High, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,92.50,,true,true,'14114486,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210626-WA0007.jpg?v=1631217728,1,10in Schefflera amate - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,39.20,draft
10in-schefflera-amate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210626-WA0006.jpg?v=1631217730,2,10in Schefflera amate - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
8in-dracaena-carmen-art-2-5-ft-tall,8in Dracaena Carmen art 2.5 ft tall,"<p data-mce-fragment=""1"">Dracenas are easy plants, making them the perfect house plant </p>
<p data-mce-fragment=""1"">Botanical name: Dracaena <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: bi-weekly, allowing only the top 3-4 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 8 inches nursery pot</p>",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,59.99,,true,true,'95469494,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0018.jpg?v=1631217718,1,8in Dracaena Carmen art 2.5 ft tall - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,28.00,draft
8in-dracaena-carmen-art-2-5-ft-tall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0019.jpg?v=1631217721,2,8in Dracaena Carmen art 2.5 ft tall - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
8in-dracaena-carmen-art-2-5-ft-tall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210806-WA0017.jpg?v=1631217725,3,8in Dracaena Carmen art 2.5 ft tall - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-cactus-in-clay,4in Cactus in Clay,"<p data-mce-fragment=""1"">Care<br></p>
<p data-mce-fragment=""1"">Light: very bright to direct sunlight <br data-mce-fragment=""1"">Water alow soil to dry fully in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",JUSTPLANTS,,,"Easy care, High Light, Super Easy Care, Tropical plant",false,Style,1,,,,,"",0.0,shopify,deny,manual,14.99,,true,true,'90292150,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0045.jpg?v=1634169111,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0045.jpg?v=1634169111,kg,,5.75,draft
4in-cactus-in-clay,,,,,,,,,2,,,,,"",0.0,shopify,deny,manual,14.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0042.jpg?v=1634169112,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0043.jpg?v=1634169112,kg,,5.75,
4in-cactus-in-clay,,,,,,,,,3,,,,,"",0.0,shopify,deny,manual,14.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0043.jpg?v=1634169112,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0037.jpg?v=1634169113,kg,,5.75,
4in-cactus-in-clay,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0044.jpg?v=1634169112,4,,,,,,,,,,,,,,,,,,,,,,
4in-cactus-in-clay,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0039.jpg?v=1634169112,5,,,,,,,,,,,,,,,,,,,,,,
4in-cactus-in-clay,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0040.jpg?v=1634169113,6,,,,,,,,,,,,,,,,,,,,,,
4in-cactus-in-clay,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0037.jpg?v=1634169113,7,,,,,,,,,,,,,,,,,,,,,,
4in-cactus-in-clay,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211013-WA0038.jpg?v=1634169113,8,,,,,,,,,,,,,,,,,,,,,,
4in-philodendron-birkin,Philodendron Birkin,"<p>Stunning white variegation </p>
<p>Botanical name: Philodendron birkin</p>
<p><br>Care<br>Light: Very bright location with some direct sunlight <br>Water: every 7 to 10 days, allowing only the top 2 inches of soil to dry in between waterings <br>Toxicity: Toxic to pets if ingested </p>
<p><br>Size<br>Small :comes in a 4 inches nursery pot<br>Medium: comes in a 6 inch nursery pot</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, plant, Tropical plant",false,Size,Small,,,,,"",0.0,shopify,deny,manual,11.99,,true,true,'25617078,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33742.jpg?v=1644080295,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33741.jpg?v=1643755238,kg,,5.80,draft
4in-philodendron-birkin,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,16.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33740.jpg?v=1643755238,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33742.jpg?v=1644080295,kg,,5.80,
4in-philodendron-birkin,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/33741.jpg?v=1643755238,3,,,,,,,,,,,,,,,,,,,,,,
4in-epripemnum-pinnatum,Dragon's Tail,"<p data-mce-fragment=""1"">Beautiful dark green leaves.</p>
<p data-mce-fragment=""1"">Young plants they are not showing a fenestration yet </p>
<p data-mce-fragment=""1"">Botanical name: Rhaphidophora Decursiva<br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Very bright location with some direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot or in a ceramic pot </p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, rare plants",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,18.99,25.00,true,true,'64078774,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/dragontail1.jpg?v=1643180428,1,,false,,,,,,,,,,,,,,,,,kg,,8.85,draft
4in-epripemnum-pinnatum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/dragontail.jpg?v=1639613011,2,,,,,,,,,,,,,,,,,,,,,,
4in-epripemnum-pinnatum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/dragontail2.jpg?v=1643180428,3,,,,,,,,,,,,,,,,,,,,,,
4in-epripemnum-pinnatum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/dragontail4.jpg?v=1639613000,4,,,,,,,,,,,,,,,,,,,,,,
4in-calathea-lancifolia,4in Calathea Lancifolia,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants,  this tropical plants enjoy shady locations and high humidity, most of them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Lancifolia <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",JUSTPLANTS,,,"Low light, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,12.00,,true,true,'44319670,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/4incalathealancifolia2.jpg?v=1631217718,1,4in Calathea Lancifolia - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.45,draft
4in-calathea-lancifolia,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/4incalathealancifolia1.jpg?v=1631217720,2,4in Calathea Lancifolia - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-calathea-lancifolia,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/4incalathealancifolia.jpg?v=1631217723,3,4in Calathea Lancifolia - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
trasdecantia-zebrina-creme,Trasdecantia Zebrina Creme,"<p data-mce-fragment=""1"">Trasdecantias are fast growing vines with striking variegated white and green color</p>
<p data-mce-fragment=""1"">Botanical name: Trasdecantia Zebrina</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright location, an Est facing window or West facing windows are ideal <br data-mce-fragment=""1"">Water: weekly, allowing only the first 2 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested<br data-mce-fragment=""1"">Size: comes in a 8 inches nursery pot</p>",JUSTPLANTS,,,"",true,Title,Default Title,,,,,"",1500.0,shopify,deny,manual,18.99,,true,true,'30786486,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/trasdecantiazebrinawhite28in.jpg?v=1631217709,1,8in Trasdecantia Zebrina Creme - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,8.95,active
trasdecantia-zebrina-creme,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/trasdecantiazebrinawhite18in.jpg?v=1631217712,2,8in Trasdecantia Zebrina Creme - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
trasdecantia-zebrina-creme,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/trasdecantiazebrinawhite8in.jpg?v=1631217715,3,8in Trasdecantia Zebrina Creme - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
trasdecantia-zebrina-pink,Trasdecantia tricolor,"<p data-mce-fragment=""1"">Trasdecantias are fast growing vines with striking variegated white and pink colors </p>
<p data-mce-fragment=""1"">Botanical name: Trasdecantia fluminensis</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright location, an Est facing window or West facing windows are ideal <br data-mce-fragment=""1"">Water: weekly, allowing only the first 2 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested<br data-mce-fragment=""1"">Size: comes in a 8 inches nursery pot</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",1500.0,shopify,deny,manual,24.99,,true,true,'24757174,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/trasdecantiazebrinapink18in.jpg?v=1631217709,1,8in Trasdecantia zebrina pink - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,8.50,draft
trasdecantia-zebrina-pink,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/trasdecantiazebrinapink8in.jpg?v=1631217713,2,8in Trasdecantia zebrina pink - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
pumice-coarse,Pumice Coarse,"<p data-mce-fragment=""1"">There are many advantages to growing plants in pumice. It reduces water runoff and fertilization by increasing soil absorption in sandy soils. It also absorbs excess moisture so roots don't rot. Additionally, pumice improves aeration and stimulates the growth of mycorrhizae.</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">3L bag</p>",JUSTPLANTS,,Growing medium and accessories,"growing medium, Soil",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,8.99,,true,true,'10071222,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/pumicecoarse.jpg?v=1631217709,1,Pumice Coarse - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.25,draft
pumice-fine,Pumice fine,"<p>There are many advantages to growing plants in pumice. It reduces water runoff and fertilization by increasing soil absorption in sandy soils. It also absorbs excess moisture so roots don't rot. Additionally, pumice improves aeration and stimulates the growth of mycorrhizae.</p>
<p> </p>
<p>3L bag</p>",JUSTPLANTS,,Growing medium and accessories,"growing medium, Soil",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,8.99,,true,true,'08236214,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/pumicefine.jpg?v=1631217709,1,Pumice fine - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.50,draft
medium-charcoal,Medium Charcoal,"<p>Charcoal increases the soil's ability to hold onto plant nutrients and beneficial soil microbes by slowing or reducing the leaching of nutrients by rain or watering</p>
<p>3 L bag </p>",JUSTPLANTS,,,growing needs,false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,12.99,,true,true,'10259894,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/charcoal.jpg?v=1633063490,1,,false,,,,,,,,,,,,,,,,,kg,,5.10,draft
fine-coco-growing-mix,Fine coco growing mix,"Idealy for Cymbidium  <br><br>drains very well, 3 L. bag Contains: Coco chunks, coco fiber and coarse pearlite",JUSTPLANTS,,Growing medium and accessories,"growing medium, Soil",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,9.99,,true,true,'02100662,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/cocochunkgrowingmedium.jpg?v=1631217695,1,Fine coco growing mix - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,4.10,draft
general-growing-mix,General Growing mix,"Suitable for Philodendrons and Monsteras, Orchids: Phalaenopsis, Dendrobium<br><br>3L. bag Contains: Medium fir bark, Coarse pearlite, Charcoal, Chunky peat or sphagnum moss.",JUSTPLANTS,,Growing medium and accessories,"growing medium, Soil",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,10.99,,true,true,'95514294,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/generalgrowingmix.jpg?v=1631217695,1,General Growing mix - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,4.25,draft
